id,food_name,aliases,category,energy_kcal,protein_g,fat_g,carb_g
M1000101,人造奶油(維生素強化),植物性奶油,油脂類,725,0.1,82,0
M1000102,人造奶油(2021年取樣),乳瑪琳,油脂類,722,0.1,81.7,1.7
M1000201,中脂人造奶油,植物性奶油,油脂類,674,0,76.2,1.3
M1000301,人造奶油(低熱量),,油脂類,94,2.5,10.6,29.6
M1100101,大豆油,"黃豆油,沙拉油",油脂類,884,0,100,0
M1100201,大豆油(卵磷脂強化),,油脂類,880,0,99.6,0
M1100301,大豆油(多種維生素強化),沙拉油,油脂類,883,0,99.9,0
M1200101,玉米油,"粟米油,玉米胚芽油",油脂類,883,0,99.8,0.1
M1300101,米油(秈米),"米糠油,玄米油,胚芽米油",油脂類,883,0.1,99.9,0
M1300201,米油(粳米),"米糠油,玄米油,胚芽米油",油脂類,883,0,99.9,0
M1400101,亞麻仁油,,油脂類,820,0.2,92.8,6.9
M1500101,白芝麻油,,油脂類,884,0.1,100,0
M1500201,黑芝麻油,,油脂類,881,0.1,99.7,0.2
M1550101,調合芝麻油,,油脂類,884,0.1,100,0
M1600101,花生油,,油脂類,883,0,99.9,0
M1650101,調合花生油,,油脂類,884,0,100,0
M1700101,油菜籽油,,油脂類,883,0,99.9,0
M1800101,芥花油,"芥花籽油,菜籽油",油脂類,883,0,99.9,0
M1900101,南瓜籽油,,油脂類,883,0,99.9,0
M2000101,紅花籽油,,油脂類,884,0,100,0
M2000201,高油酸紅花籽油,,油脂類,880,0,99.6,0.4
M2100101,核桃油,,油脂類,883,0,99.9,0
M2200101,油茶油,"苦茶(籽)油,山茶油,天綠果油,大果種油茶油",油脂類,883,0,99.9,0
M2200201,熟油茶油,"苦茶(籽)油,山茶油,天綠果油,大果種油茶油",油脂類,883,0,99.9,0
M2300101,高油酸棕櫚油,,油脂類,883,0,99.9,0
M2400101,椰子油,,油脂類,883,0,99.9,0
M2500101,葵花籽油,,油脂類,884,0,100,0
M2500201,葵花籽油(多種維生素強化),,油脂類,883,0,99.9,0
M2500301,高油酸葵花籽油,,油脂類,883,0,99.9,0
M2600101,葡萄籽油,,油脂類,884,0,100,0
M2700101,橄欖油,,油脂類,884,0,100,0
M9900101,烤酥油,,油脂類,883,0,99.9,0
M9900201,調合植物油,蔬菜油,油脂類,887,0,100.3,0
M9900301,中鏈脂肪酸油,,油脂類,883,0,99.9,0
N0100101,方糖,,糖類,385,,,99.6
N0100201,冰糖,,糖類,387,,,99.9
N0100301,紅砂糖,紅糖,糖類,384,0,0.5,99.3
N0100401,黑砂糖,黑糖,糖類,369,0.5,0.7,95.3
N0200101,麥芽糖,,糖類,325,,,84.1
N0300101,果糖,高果糖糖漿,糖類,297,,,76.9
N0400101,果寡糖,,糖類,300,,,77.5
N0600101,楓糖,,糖類,258,0.1,0.1,66.6
N0700101,蜂蜜(冬蜜),,糖類,315,0.1,0.1,81.5
N0700201,蜂蜜(春蜜),,糖類,308,0.2,0.2,79.6
N0800101,黑糖蜜,,糖類,280,0.2,0,72.4
N0900101,冬瓜糖磚,,糖類,360,,,93.1
O0100101,西瓜汁(非原汁),,飲料類,30,1.1,0.1,6.1
O0100201,芭樂汁(非原汁),,飲料類,45,0.2,0.1,11
O0100301,柳橙汁(非原汁),,飲料類,50,0.1,0.1,12.3
O0100401,柳橙汁(100%),,飲料類,48,0.6,0.3,10.7
O0100501,烏梅汁,,飲料類,58,0.3,0.2,13.8
O0100601,黑棗茶,,飲料類,46,0,,11.6
O0100701,楊桃汁(非原汁),,飲料類,49,0,0.1,12
O0100801,葡萄柚汁(非原汁),,飲料類,41,0.2,0.2,9.7
O0100901,鳳梨汁(非原汁),,飲料類,48,0.3,0.2,11.3
O0101001,蔓越莓汁(非原汁),,飲料類,45,0.9,0.1,10
O0101101,檸檬汁(非原汁),,飲料類,33,0.8,0.1,7.1
O0101201,蘋果汁(非原汁),,飲料類,47,0.1,0.4,10.9
O0101301,蘋果汁(100%),,飲料類,51,0.1,0.2,12.2
O0200101,蕃茄汁(非原汁),,飲料類,22,0.7,0.2,4.4
O0200201,仙草蜜,,飲料類,35,0,0,8.8
O0200301,薑母茶,,飲料類,28,,,7
O0200401,蘆薈露飲料,,飲料類,44,0,,10.9
O0200501,黑豆茶,,飲料類,13,,,3.2
O0200601,龜苓茶,,飲料類,33,0,0,8.3
O0200701,麥茶,,飲料類,18,,,4.4
O0200801,黑麥汁,,飲料類,52,0.3,0,12.6
O0400101,果汁醋飲料(綜合),,飲料類,37,,,9.3
O0600101,可樂,,飲料類,51,,,12.8
O0600201,可樂(低熱量),,飲料類,1,,,0.3
O0600301,沙士,,飲料類,37,,,9.2
O0600401,加鹽沙士,,飲料類,41,0.8,0,9.4
O0600501,沙士(低糖),,飲料類,43,0,0,10.9
O0600601,汽水(綜合口味),,飲料類,42,,,10.6
O0600701,汽水(維生素強化),,飲料類,46,,,11.5
O0700101,美式咖啡(無糖),,飲料類,2,0.2,0.1,0.3
O0700201,無糖咖啡飲料,,飲料類,4,0.2,0.1,0.5
O0700301,拿鐵咖啡(無糖),咖啡牛奶,飲料類,43,3,2,3.4
O0700401,咖啡(三合一),咖啡牛奶,飲料類,39,0.9,0.4,8.2
O0700501,紅茶茶湯,,飲料類,0,0.1,,0
O0700601,紅茶(大麥),,飲料類,34,0,,8.6
O0700701,紅茶(蘋果),水果茶,飲料類,37,0,,9.2
O0700801,烏龍茶茶湯,,飲料類,0,0,,0
O0700901,烏龍茶,,飲料類,0,0.1,,0.1
O0701001,"烏龍茶(去冰,微糖)",,飲料類,16,0.1,0,3.8
O0701101,"烏龍茶(去冰,半糖)",,飲料類,21,0.1,0,5.2
O0701201,"烏龍茶(去冰,全糖)",,飲料類,36,0.1,0,8.8
O0701301,綠茶茶湯,,飲料類,0,0.1,,0
O0701401,綠茶,,飲料類,22,0,,5.4
O0701501,鮮奶茶(無糖),紅茶拿鐵,飲料類,27,2,1.4,1.4
O0701601,奶茶(三合一),,飲料類,42,0.5,0.3,9.5
O0701701,"烏龍奶茶(去冰,微糖)",,飲料類,59,0.2,2.9,8.1
O0701801,"烏龍奶茶(去冰,半糖)",,飲料類,62,0.2,2.6,9.6
O0701901,"烏龍奶茶(去冰,全糖)",,飲料類,75,0.2,2.8,12.3
O0702001,"珍珠奶茶(去冰,微糖)",,飲料類,75,0.2,2.3,13.5
O0702101,"珍珠奶茶(去冰,半糖)",,飲料類,84,0.2,2.7,14.5
O0702201,"珍珠奶茶(去冰,全糖)",,飲料類,94,0.2,2.4,17.9
O0702301,奶茶沖泡包(三合一),,飲料類,452,1.7,12.9,82.3
O0702401,茉莉花茶湯,香片,飲料類,0,0.1,,0
O0702501,茉莉花茶,,飲料類,28,0.1,,7.1
O0702601,菊花茶,,飲料類,30,0,,7.4
O0702701,多多綠茶(全糖),,飲料類,49,1.1,0.1,11
O0702801,冬瓜茶,,飲料類,33,0,,8.3
O0702901,乳酸飲料,,飲料類,45,0.2,0,11
O0703001,維生素強化飲料(胡蘿蔔素),,飲料類,39,0,,9.9
O0703101,維生素強化飲料(綜合),,飲料類,54,0.2,,13.4
O0703201,維生素強化飲料(維生素C),,飲料類,57,,,14.3
O0703301,運動飲料,,飲料類,28,0.1,,7
O0703401,米醋飲料,,飲料類,52,,,13
O0900101,即溶咖啡粉,,飲料類,363,16.6,1.3,71.2
O0900201,咖啡沖泡包(二合一),,飲料類,491,6.8,23.3,63.6
O0900301,咖啡沖泡包(三合一),,飲料類,437,4.8,9.5,83
O0900401,紅茶沖泡包(檸檬),,飲料類,398,,,99.5
O0901501,薑茶沖泡包,,飲料類,399,0.3,0.3,98.7
O0901601,抹茶粉,綠茶粉,飲料類,361,23.4,6.4,63
O0901701,可可粉,,飲料類,464,20.8,22.8,43.8
O0901801,小麥草粉,小麥苗粉,飲料類,370,34,7.4,41.9
O9900301,椰奶,,飲料類,49,0.2,2.1,7.4
P0100101,八角,"大茴,茴香",調味料及香辛料類,360,4.9,3.9,76.2
P0100201,小茴香粉,孜然粉,調味料及香辛料類,411,19.5,25.8,37
P0100301,山葵粉,,調味料及香辛料類,387,10.1,6.1,72.9
P0100401,五香粉,,調味料及香辛料類,363,8.7,8.9,68.1
P0100501,甘草粉,,調味料及香辛料類,341,9.2,3.6,73.4
P0100601,肉桂粉,,調味料及香辛料類,343,4.2,2.9,78.8
P0100701,西洋芹菜片,,調味料及香辛料類,315,24.4,6.8,49.9
P0100801,花椒粉,,調味料及香辛料類,369,10,9.2,63.2
P0100901,洋香菜片,,調味料及香辛料類,312,24.4,7.5,47.7
P0101001,洋蔥粉,,調味料及香辛料類,377,8.1,1.8,82.1
P0101101,白胡椒粉,,調味料及香辛料類,342,3.7,1.1,78.8
P0101201,紅胡椒粒,,調味料及香辛料類,376,5.9,13.7,59.3
P0101301,黑胡椒粉,,調味料及香辛料類,372,11.6,6.7,67.7
P0101401,綠胡椒粒,,調味料及香辛料類,379,11.3,7.3,68.4
P0101501,迷迭香粉,,調味料及香辛料類,432,5.9,21.9,59.8
P0101601,荳蔻粉,,調味料及香辛料類,448,6.7,26.2,50.6
P0101701,蒜粉,,調味料及香辛料類,332,18.1,0.4,71.9
P0101801,辣椒粉,,調味料及香辛料類,387,14.7,14.1,59.1
P0101901,薑黃粉,,調味料及香辛料類,358,14.6,2.7,69
P0102001,薑粉,,調味料及香辛料類,333,10.4,3.6,70.5
P0102101,羅勒片,,調味料及香辛料類,289,23.3,5.8,46.1
P0102201,花椒粒,,調味料及香辛料類,359,10.3,12.5,53.6
P0200101,七味唐辛子,,調味料及香辛料類,463,15.8,24.1,45.8
P0200201,沙茶粉,,調味料及香辛料類,507,15,28.8,47
P0200301,豆酥,,調味料及香辛料類,540,30.1,38.1,19.2
P0200401,咖哩粉,,調味料及香辛料類,417,13.9,14.1,58.5
P0200501,咖哩塊,,調味料及香辛料類,515,5.6,34.5,45.4
P0200601,油蔥酥,,調味料及香辛料類,518,7.4,28.8,57.1
P0200701,梅子粉,,調味料及香辛料類,286,2,3.9,60.8
P0200801,椰子粉,,調味料及香辛料類,629,7.2,60.3,27.8
P0200901,蒜頭酥,,調味料及香辛料類,452,11.7,17.8,61.2
P0201001,糖粉,,調味料及香辛料類,399,0,0.2,99.3
P0201101,椰漿,,調味料及香辛料類,208,1.1,23.1,0
P0201201,黃耆水,,調味料及香辛料類,14,0.9,0,2.9
P0201301,黃耆片,,調味料及香辛料類,321,14.9,1.6,68.7
P0201401,陳皮,,調味料及香辛料類,349,6.9,2.4,74.8
P0201501,山楂,,調味料及香辛料類,345,1.9,2.5,78.7
P0300101,岩鹽,,調味料及香辛料類,2,0,0.1,0.4
P0300201,低鈉鹽,,調味料及香辛料類,11,0,0,2.8
P0400101,味精,,調味料及香辛料類,251,44.5,,18.1
P0400201,高鮮味精,,調味料及香辛料類,269,45,,22.3
P0400301,鮮雞精,,調味料及香辛料類,267,10.8,10.1,33.3
P0400401,鰹魚粉,,調味料及香辛料類,240,21.9,1,35.8
P0500101,高湯塊(排骨),,調味料及香辛料類,363,12.5,23.9,24.5
P0500201,高湯塊(雞肉),,調味料及香辛料類,340,14.7,24.8,14.5
P0500301,高湯(豬大骨),,調味料及香辛料類,49,4.2,0.7,6.6
P0500401,低脂高湯,,調味料及香辛料類,2,0.3,0,0.3
P0500501,素食高湯,,調味料及香辛料類,17,0.3,0,4
P0600101,米醋,,調味料及香辛料類,10,,,2.4
P0600201,糯米醋,,調味料及香辛料類,17,0.1,0,4.1
P0600301,高梁醋,,調味料及香辛料類,27,,,6.8
P0600401,薏仁醋,,調味料及香辛料類,13,,,3.3
P0600501,紅醋,紅酢,調味料及香辛料類,5,0.3,0,0.8
P0600601,香醋,,調味料及香辛料類,3,,,0.7
P0600701,烏醋,,調味料及香辛料類,37,0.5,0,8.7
P0600801,素食烏醋,,調味料及香辛料類,42,,,10.4
P0600901,壽司醋,,調味料及香辛料類,181,,,45.2
P0700101,醬油,,調味料及香辛料類,90,7.8,,14.7
P0700201,薏仁醬油,,調味料及香辛料類,83,9.3,,11.5
P0700301,黑豆醬油,"黑豆蔭油,蔭油",調味料及香辛料類,114,7.5,0.2,20.6
P0700401,淡色醬油,,調味料及香辛料類,78,7.1,0.4,11.5
P0700501,薄鹽醬油(低鈉),低鹽醬油,調味料及香辛料類,77,7.4,,11.9
P0700601,薄鹽醬油(低鈉高鉀),,調味料及香辛料類,56,6.5,,7.6
P0700701,醬油膏,,調味料及香辛料類,103,6.8,,19
P0700801,黑豆油膏,蔭油膏,調味料及香辛料類,146,7.8,0.1,28.6
P0700901,薄鹽黑豆醬油膏,,調味料及香辛料類,124,7.6,0.1,23.3
P0800101,味醂,"米醂,米霖",調味料及香辛料類,220,0.5,0,54.5
P0800201,鮮味露,,調味料及香辛料類,75,20.1,0.1,0
P0800301,蠔油,,調味料及香辛料類,156,6.5,0.1,32.2
P0800401,魚露,,調味料及香辛料類,64,10.2,0.2,5.3
P0900101,紅辣椒油,,調味料及香辛料類,899,0,99.8,0.1
P0900201,香油,,調味料及香辛料類,883,,99.9,0
P0900301,蝦油,,調味料及香辛料類,56,7.4,0.1,6.4
P1000101,干貝醬,XO醬,調味料及香辛料類,558,16.7,51,8
P1000201,牛肉醬,,調味料及香辛料類,507,17,38.9,22.2
P1000301,肉燥,,調味料及香辛料類,397,9.5,38.1,4.2
P1000401,素肉燥,,調味料及香辛料類,483,12.4,42.6,12.5
P1000501,義式乳酪醬,,調味料及香辛料類,216,8.8,17,6.9
P1000601,炸醬,,調味料及香辛料類,398,14.6,34.7,6.7
P1000701,素食炸醬,,調味料及香辛料類,391,13.9,35.3,4.5
P1000801,海苔醬,,調味料及香辛料類,223,6.4,0,49.3
P1000901,麻醬,芝麻醬,調味料及香辛料類,643,20.8,52.8,21.3
P1001001,速食乾麵麻醬包,,調味料及香辛料類,676,13.2,64,11.8
P1001101,白醬,,調味料及香辛料類,61,1.2,3.2,6.8
P1001201,青醬,,調味料及香辛料類,83,0.9,5.4,7.7
P1001301,蕃茄義大利麵醬,,調味料及香辛料類,70,3.2,2.5,8.9
P1001401,五味醬,,調味料及香辛料類,140,1.3,0.8,31.9
P1001501,牛排醬,,調味料及香辛料類,130,2.5,0,30.1
P1001601,羊肉爐醬,,調味料及香辛料類,130,7.3,7.2,8.9
P1001701,沙茶醬,,調味料及香辛料類,729,10.2,71.8,10.4
P1001801,素沙茶醬,,調味料及香辛料類,670,7.6,66,11.4
P1001901,黃芥茉醬,,調味料及香辛料類,74,4.1,3.7,6.2
P1002001,山葵醬,芥茉醬,調味料及香辛料類,338,1.1,5.9,70.2
P1002101,金桔醬,,調味料及香辛料類,84,0.5,0.4,19.5
P1002201,海鮮醬,,調味料及香辛料類,228,1.8,2.2,50.3
P1002301,烤肉醬,,調味料及香辛料類,157,5.2,0.8,32.1
P1002401,排骨醬,,調味料及香辛料類,221,2.3,4.4,43.1
P1002501,甜辣醬,,調味料及香辛料類,116,1,0,28.1
P1002601,甜麵醬,,調味料及香辛料類,216,4.5,2.4,44
P1002701,朝鮮醬,,調味料及香辛料類,106,1.6,2.3,19.7
P1002801,黑胡椒醬,,調味料及香辛料類,117,2.5,0.5,25.5
P1002901,日式照燒醬,,調味料及香辛料類,227,3,0.5,52.6
P1003001,蒜蓉醬,,調味料及香辛料類,282,4.2,20,21.2
P1003101,辣蒜蓉醬,,調味料及香辛料類,78,2.3,4.2,7.8
P1003201,辣椒醬,,調味料及香辛料類,83,2.6,2.9,11.5
P1003301,蔥醬,,調味料及香辛料類,149,2.2,6.8,19.5
P1003401,糖醋醬,,調味料及香辛料類,131,1.9,2.6,25.1
P1003501,蕃茄醬,,調味料及香辛料類,114,1.6,0.1,26.7
P1003601,薑蓉醬,,調味料及香辛料類,65,1,2.6,9.4
P1003701,蘑菇醬,,調味料及香辛料類,58,1.5,2.4,7.7
P1003801,米豆醬,,調味料及香辛料類,128,7.4,3,17.9
P1003901,蒜味豆豉醬,,調味料及香辛料類,270,9.5,17,19.7
P1004001,豆酥醬,,調味料及香辛料類,671,12.2,64.5,10.4
P1004101,豆瓣醬,,調味料及香辛料類,178,14.2,8.1,12.2
P1004201,辣豆瓣醬,,調味料及香辛料類,100,4.5,3.3,13.1
P1004301,紅麴醬,,調味料及香辛料類,163,4.6,0.5,35
P1004401,韭花醬,,調味料及香辛料類,29,2.1,0.3,4.5
P1004501,香椿醬,,調味料及香辛料類,507,8.1,51.7,2.3
P1004601,麻婆醬,,調味料及香辛料類,190,2.9,9.5,23.1
P1004701,蝦醬,,調味料及香辛料類,99,19.6,1.7,1.3
P1100101,沙拉醬,,調味料及香辛料類,645,1.9,65.7,11.4
P1100102,沙拉醬(2021年取樣),蛋黃醬,調味料及香辛料類,630,1.9,61.7,16.8
P1100201,無蛋沙拉醬,,調味料及香辛料類,479,1.8,44,19
P1100202,無蛋沙拉醬(2021年取樣),,調味料及香辛料類,631,0.3,59.8,22.9
P1100301,千島沙拉醬,,調味料及香辛料類,515,1,49.3,16.7
P1100401,和風沙拉醬,,調味料及香辛料類,129,2.1,1.7,26.3
P1100501,凱撒沙拉醬,,調味料及香辛料類,337,1.4,29.1,17.3
P1200101,味噌,,調味料及香辛料類,215,10.6,4.5,33.1
P1300101,法式奶酥醬,,調味料及香辛料類,596,6.7,46.5,37.6
P1300201,巧克力醬(液體),,調味料及香辛料類,277,2,0.8,65.4
P1300301,草莓果醬,,調味料及香辛料類,272,0.4,1.2,65
P1300401,葡萄果醬,,調味料及香辛料類,261,0,1.9,60.9
P1300501,柚子果醬,,調味料及香辛料類,268,0.6,0.8,64.5
P1300601,桑葚果醬,,調味料及香辛料類,227,0.9,0.4,54.9
P1300701,白芝麻麵包醬,,調味料及香辛料類,685,20,60.4,15.3
P1300801,黑芝麻麵包醬,,調味料及香辛料類,667,10.6,57.4,27
P1300901,花生醬,,調味料及香辛料類,657,24,54.3,17.9
P1301001,洋蔥麵包醬,,調味料及香辛料類,276,1,26.1,9.5
P1301101,法式香蒜醬,,調味料及香辛料類,791,1.1,85.7,3.8
P1301201,無糖黑芝麻醬,,調味料及香辛料類,612,20.7,56,17.7
P1400101,液體奶精,奶精,調味料及香辛料類,262,3.9,26.3,2.5
P1400102,液體奶精(2021年),奶精,調味料及香辛料類,242,2.2,24,4.2
P1400201,奶精粉,"奶精,植物性奶精",調味料及香辛料類,544,2.2,33,59.5
P1400202,奶精粉(2021年),奶精,調味料及香辛料類,550,2.1,34.6,57.6
P1400301,奶精粉(低脂),"奶精,植物性奶精",調味料及香辛料類,450,2.1,15.7,75.2
P1500101,炸排粉,,調味料及香辛料類,344,11.9,1.8,70
P1500201,炸雞粉,,調味料及香辛料類,333,8.3,1.7,71
P1500301,蒸肉粉(五香),,調味料及香辛料類,350,10.3,1.1,74.8
P1500401,熱狗粉,,調味料及香辛料類,355,8.4,0.9,78.4
P1500501,麵包粉,,調味料及香辛料類,370,14.4,1.5,74.6
P1500601,酵母粉,,調味料及香辛料類,347,46.3,0,40.4
Q0100101,冷藏寧波年糕,,糕餅點心類,220,3.9,0.6,49.7
Q0100201,冷藏甜年糕,,糕餅點心類,242,2.3,0.4,57.2
Q0100301,冷藏廣式芋頭粿,,糕餅點心類,109,2.1,1.6,21.5
Q0100401,冷藏廣式蘿蔔糕,菜頭粿,糕餅點心類,111,2.2,2.3,20.4
Q0100501,包餡甜麻糬(紅豆),,糕餅點心類,329,10,2.9,65.7
Q0200101,鹹麻糬,,糕餅點心類,248,8.7,4.5,43.2
Q0300101,芋仔餅,,糕餅點心類,354,4.6,12.1,56.6
Q0300201,月餅(棗泥),,糕餅點心類,419,6,18.2,57.9
Q0300301,綠豆凸,綠豆椪,糕餅點心類,394,6.9,15.9,55.8
Q0300401,蕃薯餅,,糕餅點心類,331,3.9,10.6,54.9
Q0400101,車輪餅(紅豆),,糕餅點心類,187,2.1,1.1,42.3
Q0400201,車輪餅(菜脯),,糕餅點心類,183,1.4,5.7,31.6
Q0500101,太陽餅,,糕餅點心類,460,5.3,20.5,63.6
Q0500201,牛舌餅,,糕餅點心類,411,5.7,13.2,67.4
Q0500301,蛋黃芋頭酥,,糕餅點心類,217,3.1,3,44.2
Q0500401,蛋黃酥,,糕餅點心類,461,11.4,26.4,44.5
Q0500501,鳳梨酥,,糕餅點心類,484,4.2,24.4,62
Q0500601,蘿蔔酥,,糕餅點心類,427,7.5,20.9,52.3
Q0600701,鳳眼糕,,糕餅點心類,379,3.8,0.8,89
Q0600801,米粩,豬油粩,糕餅點心類,442,2.6,13.7,76.9
Q0700101,可頌,,糕餅點心類,452,7.3,26.1,47.1
Q0700201,泡芙(巧克力),,糕餅點心類,590,10.3,40.4,46.2
Q0700301,蛋塔,,糕餅點心類,376,4.1,21.7,41.1
Q0700401,蛋塔(葡式),,糕餅點心類,375,3.7,25.8,31.9
Q0700501,鬆餅,,糕餅點心類,257,3.2,2.6,55.1
Q0800101,冷凍馬拉糕,,糕餅點心類,320,7.1,12.9,44
Q0800201,銅鑼燒,,糕餅點心類,332,3.4,9.9,57.2
Q0800301,冷凍馬蹄條,,糕餅點心類,194,4.2,1.9,40.1
Q0900101,乳酪蛋糕,,糕餅點心類,296,7,21.3,19.1
Q0900201,海綿蛋糕(圓形),,糕餅點心類,344,5.1,18.1,40.2
Q0900301,提拉米蘇(圓形),,糕餅點心類,328,4.4,25.1,21.1
Q0900401,蜂蜜蛋糕(原味),,糕餅點心類,346,6.5,14.5,47.4
Q0900501,蜂蜜蛋糕(巧克力),,糕餅點心類,341,6.9,15.6,43.1
Q0900601,蜂蜜蛋糕(起司),,糕餅點心類,352,7.4,18.1,39.9
Q0900701,黑森林蛋糕,巧克力鮮奶油蛋糕,糕餅點心類,277,4.2,17.8,25
Q1000101,土司,,糕餅點心類,289,9.5,6.3,48.6
Q1000201,土司(含全穀粉),,糕餅點心類,292,10,6.1,49.2
Q1000301,紅豆土司,,糕餅點心類,319,9.2,10.2,47.7
Q1000401,奶酥麵包,,糕餅點心類,377,9.1,15.7,49.8
Q1000501,肉鬆麵包,,糕餅點心類,429,8.1,22.9,47.6
Q1000601,蜜糖甜甜圈(波/摩堤),波(摩)堤,糕餅點心類,396,2,20.7,50.6
Q1000701,糖粒甜甜圈(油炸),,糕餅點心類,401,5.3,19.8,50.3
Q1000801,菠蘿麵包,,糕餅點心類,378,9.2,15,51.5
Q1000901,葡萄乾奶酥麵包,,糕餅點心類,306,8.4,7.9,50.4
Q1001001,漢堡包,,糕餅點心類,322,9.1,7.4,54.9
Q1001101,餐包,,糕餅點心類,365,7.2,14.9,50.5
Q1001201,雙胞胎麵包,,糕餅點心類,341,8.4,7.7,59.6
Q2100101,仙草凍,,糕餅點心類,19,0.9,0.1,3.7
Q2100102,仙草凍(2020取樣),,糕餅點心類,19,0.3,0.2,4.1
Q2100201,咖啡凍,,糕餅點心類,75,0.1,0.2,18.1
Q2100301,果凍,,糕餅點心類,91,,0.2,22.3
Q2100401,原味愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",糕餅點心類,2,,,0.4
Q2100501,檸檬愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",糕餅點心類,53,,,13.1
Q2100601,粉粿,,糕餅點心類,65,0,0.1,15.5
Q2102101,鮮奶布丁,白布丁,糕餅點心類,110,3,5.1,13.1
Q2102201,烤布丁,,糕餅點心類,138,4.7,7.1,13.8
Q2102301,黃布丁,雞蛋布丁,糕餅點心類,110,2.3,3.5,17.3
Q2104101,豆花(花生),,糕餅點心類,60,2,0.9,10.9
Q2104201,傳統豆花(未加糖),,糕餅點心類,39,3.2,1.9,2.1
Q2106101,羊羹,,糕餅點心類,289,3,0.7,67.6
Q2200101,巧克力冰淇淋,,糕餅點心類,192,4.2,10.6,19.9
Q2200201,香草冰淇淋,,糕餅點心類,182,2.5,9.1,22.6
Q2200301,紅豆牛奶冰棒,,糕餅點心類,155,3.5,4.9,24.3
Q2300101,花生仁湯,,糕餅點心類,108,2.8,5.1,12.7
Q4100101,方塊酥,"恩典酥,方塊酥",糕餅點心類,509,7.1,24.1,66.1
Q4100201,夾心餅乾(草莓),,糕餅點心類,517,4.8,27.4,62.8
Q4100301,捲心酥,,糕餅點心類,490,6.1,19.9,71.7
Q4100401,蛋捲(芝麻),,糕餅點心類,549,6.8,33.3,55.5
Q4100501,煎餅,,糕餅點心類,444,6.3,11.7,78.3
Q4100601,營養口糧,,糕餅點心類,424,6.8,8.7,79.7
Q4100701,蘇打餅乾(蔬菜),,糕餅點心類,512,7.8,24.7,64.5
Q4200101,玉米餅乾(原味),,糕餅點心類,504,7.6,24.3,63.8
Q4200201,洋芋片,,糕餅點心類,553,5.2,34.3,55.8
Q4200301,魚酥,,糕餅點心類,564,8.3,36.6,50.3
Q4200401,零食泡麵,,糕餅點心類,484,11.3,21.5,61.3
Q4300101,雪餅,,糕餅點心類,487,5.8,19.4,72.3
Q4900101,沙其馬,,糕餅點心類,487,5.6,24.8,60.2
Q6100101,牛奶巧克力,,糕餅點心類,546,9.4,32.6,54
Q6100201,花生牛奶巧克力,,糕餅點心類,489,13,23.2,56.9
Q6100301,榛果牛奶巧克力,,糕餅點心類,590,9,40.4,47.5
Q6100401,糖衣牛奶巧克力,,糕餅點心類,481,4.8,18.6,73.6
Q6100501,白巧克力風味糖,,糕餅點心類,562,8.6,34.7,53.8
Q6100601,黑巧克力(85%),,糕餅點心類,613,10.9,46.1,38.7
Q6200101,白芝麻糖,,糕餅點心類,521,8.4,26.2,62.9
Q6200201,黑芝麻糖,,糕餅點心類,536,8.5,30.4,57
Q6200301,花生糖,,糕餅點心類,562,17.9,35.3,43.3
Q6200401,花生貢糖,,糕餅點心類,511,13.5,26.3,55
Q6200501,牛軋糖,,糕餅點心類,477,9.7,21.7,60.8
Q6200601,核棗糕,,糕餅點心類,425,2.5,14.6,71.1
Q6300101,水果軟糖,,糕餅點心類,411,1.3,8.4,82.6
Q6300201,水果QQ軟糖,,糕餅點心類,343,6.8,0.2,78.3
Q6310101,牛奶軟糖,,糕餅點心類,424,2.9,11.1,78
Q6310201,巧克力牛奶軟糖,,糕餅點心類,422,3.4,11.3,76.7
Q6400101,太妃糖,,糕餅點心類,438,2.7,13.9,75.6
Q6400201,蓮藕糖,,糕餅點心類,395,0.2,0.4,97.8
Q6400301,枇杷糖,,糕餅點心類,394,0.2,0.1,98
Q6400401,苦茶糖,,糕餅點心類,396,0.1,0.2,98.5
Q6400501,薑糖,,糕餅點心類,359,0.3,2.5,84
Q6400601,巧克力夾心糖,,糕餅點心類,403,0.7,2.8,93.7
Q6800101,維生素C口含錠(檸檬),,糕餅點心類,399,0.2,0.6,98.3
Q6800201,酵母菌咀嚼錠,,糕餅點心類,391,23.6,5.6,61.4
Q6900101,乳酸球,,糕餅點心類,474,3.8,21.7,66.1
Q6900201,羊乳片,,糕餅點心類,410,23.4,10,56.6
Q6900301,紅豆球,,糕餅點心類,351,7.1,1,78.4
Q6900401,綠豆球,,糕餅點心類,346,6.2,1.1,77.9
Q6900501,棉花糖,,糕餅點心類,331,3.2,0.3,78.9
Q8100101,甘薯蜜餞,,糕餅點心類,347,0.9,0.6,84.3
Q8100201,芒果青,,糕餅點心類,223,0.6,0.4,54.2
Q8100401,芭樂果乾,,糕餅點心類,347,1.1,0.2,85.2
Q8100501,鳳梨果乾,,糕餅點心類,348,2,0.3,84.6
Q8100601,檸檬果乾,,糕餅點心類,344,0.8,0.2,84.6
Q9100101,豆干丁(五香),,糕餅點心類,383,35.4,18.1,19.6
Q9100202,豆干片(沙茶),,糕餅點心類,464,16.2,28.2,36.4
Q9900101,布丁粉,,糕餅點心類,419,2.7,7.1,86.1
Q9900201,冰淇淋粉(香草),,糕餅點心類,430,15.9,11.7,65.3
