id,food_name,aliases,category,energy_kcal,protein_g,fat_g,carb_g
I0420801,雞腳(肉雞),"雞爪,鳳爪",肉類,209,20.7,13.3,1.2
I0420901,雞膝軟骨(肉雞),雞軟骨,肉類,107,20.4,2.2,0.5
I0421001,雞皮(肉雞),,肉類,442,11.7,43.4,0
I0500101,太空鴨,,肉類,319,16,27.8,0
I0500201,番鴨,"麝番鴨,紅面鴨,紅面(正)番鴨",肉類,229,18.2,16.7,0
I0500301,太空鴨(去皮),,肉類,102,20.1,1.8,0
I0500401,土番鴨,,肉類,111,20.9,2.4,0
I0502101,櫻桃鴨胸肉片,,肉類,227,16.7,17.2,4.7
I0504101,鴨腿,,肉類,282,14.4,24.5,3.4
I0520101,鴨血,,肉類,29,6,0.3,0
I0520201,鴨胗,鴨肫,肉類,97,20.5,1.1,0.3
I0520301,去骨鴨掌,,肉類,113,12.6,6.6,0
I0520401,鴨腸,,肉類,94,13.8,3.9,0
I0520601,鴨翅,,肉類,170,22.8,8.1,0
I0520701,鴨頭,,肉類,199,16.5,14.3,0
I0520801,鴨舌,,肉類,187,16,13.2,0
I0600101,鵝肉,,肉類,187,15.6,13.4,2.4
I0602101,鵝胸肉,,肉類,120,23.5,2.2,0.2
I0604101,鵝腿肉,,肉類,130,21.7,4.2,0
I0620101,鵝心,,肉類,241,14.5,19.9,0
I0620201,鵝肝,,肉類,123,20.5,3.9,0.6
I0620301,鵝胗,鵝肫,肉類,95,17.4,2.3,2.8
I0620401,鵝腸,,肉類,63,9.2,2.6,0.7
I0700101,火雞肉,"七面鳥,吐綬雞",肉類,141,21.1,5.6,0
I0802101,鴕鳥菲力肉排,"鴕鳥腓力,鴕鳥里肌肉",肉類,105,22.8,0.8,0.8
I0804101,鴕鳥沙朗肉排,,肉類,97,20.9,0.8,6.1
I0810101,鴕腱肉,"屈肌,伸肌",肉類,107,18.7,3.1,0.2
I0810201,鴕腩肉,,肉類,144,21.2,5.9,0.7
I1000101,山豬肉片,山豬肉,肉類,466,11.9,46,0
I9900101,虎皮蛙,"虎斑蛙,虎紋蛙,水雞,田雞,台灣青蛙",肉類,94,21.1,0.4,0.6
I9900201,蛇肉,,肉類,85,19,0.4,0
J0200201,雙髻鯊,"丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",魚貝類,117,27.4,0.1,0
J0200202,雙髻鯊腹肉,"丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",魚貝類,110,25.8,0,0
J0200301,鯊魚切片,沙魚,魚貝類,106,24.8,0,0
J0400101,魟魚,,魚貝類,106,24.8,0.1,0
J0400201,日本鰻鱺魚片(生),"白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖)",魚貝類,254,18.1,19.6,0
J0400401,灰海鰻,"虎鰻,海鰻,錢鰻(臺東)",魚貝類,97,20.5,1,0
J0400501,魩仔魚,魩仔,魚貝類,56,11.1,0.9,0
J04006,魩仔魚平均值(加工),魩仔,魚貝類,124,26.2,1.3,1
J0400601,"魩仔魚(加工,大)",魩仔,魚貝類,97,20.7,1,1.1
J0400602,"魩仔魚(加工,小)",魩仔,魚貝類,151,31.8,1.7,0.9
J0400603,魩仔魚(加工),,魚貝類,105,23,0.8,0
J0400801,灰海荷蝹,"針魩仔,鱙仔,寮仔魚",魚貝類,101,21,1.3,0
J0400901,日本銀帶鯡(加工),"針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮",魚貝類,111,21.5,2.1,1.2
J0400902,日本銀帶鯡魚干(丁香魚脯),"針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮",魚貝類,275,51.8,6,1.7
J04010,虱目魚平均值(去皮),"麻虱目仔,麻虱(蝨)目,蝨(遮/塞)目魚,虱麻魚,海草魚,安平魚,國姓(聖)魚",魚貝類,179,21.8,9.5,0.2
J0401001,虱目魚(2月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,180,19.8,10.6,1.3
J0401002,虱目魚(5月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,189,22.3,10.4,0
J0401003,虱目魚(8月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,124,23.7,2.6,0.5
J0401004,虱目魚(9月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,208,22,12.7,0
J0401005,虱目魚(12月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,192,21.4,11.2,0.1
J0401101,虱目魚(含皮),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,200,21.8,11.9,0
J0401102,虱目魚(2022年取樣),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",魚貝類,243,20.1,17.4,1.4
J0401201,虱目魚腹肉(虱目魚肚),,魚貝類,342,17.4,29.6,0
J0401301,草魚切片,"鯇,鯤,池魚,草根魚,草鰱(高屏地區)",魚貝類,166,21.4,8.3,2.1
J0401401,草魚(含皮),"鯇,鯤,池魚,草根魚,草鰱(高屏地區)",魚貝類,91,17.2,2,0.8
J0401501,鯉,"鮘仔,在來鯉,財神魚",魚貝類,91,14.5,3.2,2.1
J0401601,鱅,"黑鰱,大頭鰱(魚),花鰱,胖頭鰱",魚貝類,145,18.7,7.2,0
J0401701,鬍鯰,"鬍子鯰,土殺,本土土虱,塘虱魚",魚貝類,194,16.3,13.8,0
J0401801,斑海鯰,"成仔魚,成仔丁,銀成,白肉成,臭臊成,生仔魚,鰻鯰,賓士魚",魚貝類,86,19.2,0.5,0
J0401901,長體油胡瓜魚,柳葉魚,魚貝類,104,15,4.4,0
J0402001,香魚,"桀(加魚邊)魚,Ayu,年魚",魚貝類,147,18.5,7.5,0
J0402101,銀魚,"水晶魚,小銀魚",魚貝類,69,14.3,0.9,0.9
J0402201,白肉鮭魚切片,,魚貝類,151,22.6,6.1,0.3
J0402301,紅肉鮭魚切片,,魚貝類,158,24.3,6,0
J04024,大西洋鮭魚平均值(去皮),,魚貝類,221,20.2,14.9,0
J0402401,大西洋鮭魚(台灣養殖),,魚貝類,155,23.6,6,0
J0402402,大西洋鮭魚切片(中段),,魚貝類,174,20.7,9.5,0
J0402403,大西洋鮭魚切片(尾段),,魚貝類,204,20.7,12.8,0
J0402404,大西洋鮭魚生魚片,,魚貝類,222,19.6,15.3,0
J0402405,大西洋鮭魚腹肉,,魚貝類,349,16.4,31,0
J0402501,麥奇鈎吻鮭(去皮),"鱒魚,虹鱒,麥奇鉤吻鱒",魚貝類,160,20.9,7.8,0
J0402601,麥奇鈎吻鮭(含皮),"鱒魚,虹鱒,麥奇鉤吻鱒",魚貝類,147,20.1,6.8,0.4
J0402701,姬魚,"仙女魚,狗母,汕狗母",魚貝類,104,24.1,0.2,0
J0402801,印度鐮齒魚,"水狗母,粉粘,那哥,那個魚",魚貝類,49,10.4,0.5,0.4
J0402901,狗母魚(蛇鯔),"狗母梭,狗母",魚貝類,103,20.8,1.6,0.1
J0403001,鮟鱇,,魚貝類,68,14.9,0.5,0.6
J04031,鯔平均值(去皮),"烏(鯔/信/聖)魚,青頭仔(幼魚),奇目仔(成魚),正(大)烏,正(回)頭烏,日本鯔",魚貝類,152,20.6,7.1,0.3
J0403101,鯔(2月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,137,20.4,5.5,1.6
J0403102,鯔(4月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,133,20.4,5,0.9
J0403103,鯔(8月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,224,17.3,16.7,0
J0403104,"鯔(11月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,129,21.3,4.2,0
J0403105,"鯔(11月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,141,21.5,5.5,0
J0403106,"鯔(12月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,137,21.1,5.2,0.9
J0403107,"鯔(12月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,149,21.8,6.2,0.2
J0403108,鯔切片,"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,170,21.2,8.8,0
J0403201,鯔(含皮),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",魚貝類,155,20.6,7.4,0
J0403301,斑鰭飛魚,"小烏,飛烏,花烏(澎湖)",魚貝類,94,22,0.1,0.2
J0403401,斑鱵,"補網師,水針,莎優莉,簪針(澎湖),七星針(南部)",魚貝類,91,20.6,0.3,0.3
J0403501,鱷形叉尾鶴鱵,"青旗,學仔,白天青旗,圓學(澎湖)",魚貝類,98,22.4,0.3,0.2
J0403601,金鱗魚,,魚貝類,85,19.5,0.2,1.3
J0403701,鱗馬鞭魚,"馬鞭魚,馬戍,槍管,火管,剃仔,土管(臺東)",魚貝類,84,18.5,0.5,0
J0403801,黃鱔,"鱔魚,田鱔,田鰻,長魚,血魚,羅魚,無鱗公子",魚貝類,88,17.6,1.4,1
J0403901,石狗公,"石頭魚,獅甕(澎湖),紅鱠仔",魚貝類,80,18.3,0.2,0
J0404001,環紋簑鮋,"龍鬚簑鮋,獅子魚,長獅,魔鬼,國公,石狗敢,虎魚,雞公,紅虎,火烘,石頭魚",魚貝類,79,18.4,0.1,0
J0404101,深海鱗角魚,"深海角魚,雞角,角仔魚",魚貝類,80,17.7,0.5,0
J0404201,尖嘴鱸(去皮),"金目鱸,盲槽,扁紅目鱸",魚貝類,98,20.6,1.2,0.1
J0404301,尖嘴鱸(含皮),"金目鱸,盲槽,扁紅目鱸",魚貝類,107,19.6,2.6,0
J04044,日本花鱸平均值,"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",魚貝類,98,19.9,1.5,0.9
J0404401,日本花鱸(2月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",魚貝類,95,20.1,1,1.9
J0404402,日本花鱸((3月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",魚貝類,100,20,1.6,0.5
J0404403,日本花鱸((8月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",魚貝類,95,19,1.6,1.5
J0404404,日本花鱸((11月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",魚貝類,99,20.5,1.3,0.1
J0404405,日本花鱸((12月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",魚貝類,101,19.6,1.9,0.4
J0404501,日本花鱸(含皮),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸",魚貝類,111,19.2,3.2,0.8
J0404601,白鱸,,魚貝類,76,17.7,0.1,1
J0404701,條紋狼鱸,,魚貝類,147,21.4,6.2,0
J0404801,鱖,,魚貝類,89,17.7,1.5,0
J0404901,白緣星鱠,"闊嘴格仔,鱠,過魚,石斑,紅朱鱠(臺東),粉條(澎湖)",魚貝類,101,19.9,1.8,0
J04050,青星九刺鮨平均值,"紅鱠(條/格),七星斑,紅格仔,過(鯌/髻/郭)魚,石斑,條舅,青星九棘鱸,仔石斑,夕鱠",魚貝類,94,20.9,0.5,0
J0405001,青星九刺鮨,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東)",魚貝類,83,19.3,0.1,0.5
J0405002,青星九刺鮨魚片,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東)",魚貝類,104,22.6,0.8,0
J0405101,斑帶石斑魚,"石斑,過魚,罔仔,竹節鱠,擬青石斑魚",魚貝類,90,20.2,0.5,0
J0405102,龍虎石斑魚,"龍虎斑,巴龍膽,珍珠龍膽,虎膽",魚貝類,122,20.6,3.8,1.2
J0405201,斑點九刺鮨(去皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖)",魚貝類,82,18.8,0.2,0.9
J0405301,斑點九刺鮨(含皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖)",魚貝類,84,19.4,0.1,0
J0405401,棕點石斑魚,"老虎斑,過魚",魚貝類,115,19.1,3.7,0
J0405501,鞍帶石斑魚片,"龍膽石斑,過魚,槍頭石斑魚,倒吞鱟,鴛鴦鱠,龍躉(香港)",魚貝類,155,19.1,8.2,0.2
J0405601,駝背鱸,"老鼠斑,鰵魚,烏丸稅,尖嘴鱠仔,觀音鱠,斟鰻鱠(澎湖)",魚貝類,83,18.1,0.6,0
J0405701,橫紋九刺鮨,"橫帶鱠,過魚,石斑,黑貓仔,黑絲貓,竹鱠仔,黑青貓仔(澎湖),烏絲(香港)",魚貝類,85,19.3,0.3,0
J0405801,大口黑鱸,"黑鱸,加州鱸,淡水鱸",魚貝類,130,20.7,4.6,0
J0405901,日本紅目大眼鯛,"紅目鰱,嚴公仔,大目仔(臺東),紅目孔(澎湖),嚴公舅(澎湖)",魚貝類,97,19.6,1.5,0
J0406001,血斑異大眼鯛,"紅目鰱,嚴公仔",魚貝類,93,20.6,0.6,0
J0406101,多鱗沙鮻,"沙腸仔,kiss 魚",魚貝類,90,18.6,1.2,0.6
J0406201,日本馬頭魚,"馬頭,方頭魚,吧唄,紅尾,吧口弄,紅馬頭,紅甘鯛",魚貝類,85,18.7,0.6,0
J0406301,白馬頭魚,"馬頭,方頭魚,馬頭,方頭魚,白馬頭,拉崙(澎湖),白甘鯛",魚貝類,91,19.2,1,0.1
J0406401,鬼頭刀魚片,"鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖)",魚貝類,78,17.2,0.5,0
J0406501,鬼頭刀,"鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖)",魚貝類,107,21.8,1.5,0
J0406601,海鱺,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)",魚貝類,106,20.4,2.1,0
J0406602,海鱺魚片,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)",魚貝類,264,19.3,20.1,0
J0406701,大口逆鈎鰺,"七星仔,棘蔥仔,鬼平,龜濱,龜柄,油面仔(臺東),歸秉/龜秉/肥柄(澎湖)",魚貝類,103,21.8,1.1,0.1
J0406801,大甲鰺,"鐵甲,扁甲,大目巴攏,大甲鰺",魚貝類,105,21.2,1.6,0.4
J0406901,日本竹筴魚,"巴攏,竹莢魚,瓜仔魚,真鰺,巴蘭,瓜魚,巴弄/硬尾(澎湖),黑尾",魚貝類,116,23,2,0
J0407001,布氏鯧鰺(去皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖)",魚貝類,192,20.3,11.7,0
J0407101,布氏鯧鰺(含皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖)",魚貝類,190,17.5,12.8,0
J0407201,杜氏鰤,"紅甘,紅甘鰺,竹午,汕午,紅頭午",魚貝類,115,21.9,2.4,0.2
J0407202,長鰭鰤魚,"油甘,黃尾鰺,甘仔,扁午,扁甘,柴魽",魚貝類,114,22.8,1.9,2.7
J0407301,范氏副葉鰺,甘仔魚,魚貝類,108,20.9,2.1,2.1
J0407401,泰勃圓鰺,硬尾,魚貝類,113,22.8,1.7,1.4
J0407501,烏鯧,"烏昌,三角昌,昌鼠魚,黑鯧,暗鯧,黑鰭,燕尾鯧",魚貝類,94,20.4,0.8,0
J0407601,無斑圓鰺,"紅瓜魚,巴攏,紅扁鰺,赤尾仔(臺東),赤尾,馬尾冬,紅瓜鰺,紅尾巴弄(澎湖)",魚貝類,119,23.9,1.9,0
J0407701,藍圓鰺,"硬尾,廣仔,甘廣,四破,巴攏,金鼓,吧弄,巴弄/孔仔(澎湖)",魚貝類,114,24,1.3,0
J0407801,雙帶鰺,"海草,拉侖,拉崙/柴魚/青甘(澎湖)",魚貝類,118,22.6,2.4,0
J0407901,眼眶魚,"皮刀,眼眶魚,庖刀魚,皮鞋刀,菜刀魚,剃頭刀(澎湖)",魚貝類,113,20.3,2.9,0.2
J0408001,斯氏長鰭烏魴,"深海三角仔,黑飛刀,黑皮刀,三角仔(臺東),大鱗烏鯧(澎湖)",魚貝類,97,22.4,0.1,0
J0408101,史氏紅諧魚,"紅鰱魚,紅肉欉仔,紅嘴唇仔,紅唇仔,紅魚仔,白肉蒜,紅肉蒜",魚貝類,97,21.1,0.7,0
J0408201,希氏姬鯛,"鎖吾,散午,紅魚仔,紅臭魚仔,紅臭魚(臺東),白肉蒜",魚貝類,91,21.1,0.1,0.5
J0408301,赤鰭笛鯛,"紅雞仔,赤海雞,赤筆仔(臺東),赤筆,赤海,紅魚,紅鰭赤海/鐵汕婆(澎湖)",魚貝類,88,20.4,0.1,0
J0408401,孟加拉笛鯛,"赤筆仔,黃雞母(澎湖)",魚貝類,87,19.8,0.3,0
J0408501,前鱗笛鯛,赤筆仔,魚貝類,101,22,0.8,0.9
J0408601,馬拉巴笛鯛,"赤海,赤筆仔",魚貝類,86,20.2,0,0
J0408701,單斑笛鯛,"點記,黑點仔,黃翅,赤筆仔,點誌仔,龍王(臺東)",魚貝類,106,20.7,1.9,0
J0408801,黃擬烏尾鮗,"黃雞仔,包公雞,貢仔,黃腳佳仔,黃加甲(臺東),烏尾冬/青雞仔(澎湖)",魚貝類,80,18.7,0.1,0.3
J0408901,葉唇笛鯛,"厚唇仔,紅魚",魚貝類,118,19.9,3.7,0
J0409001,松鯛,"打鐵婆,枯葉,石鯽,睡魚,庫羅黛,睏魚,海南洋仔,南洋鱸魚,海吳郭,流魚/柴魚/打鐵鱸(澎湖)",魚貝類,98,18.2,2.3,0.1
J0409101,三線磯鱸,"三線雞魚,黃雞仔,雞仔魚,番仔加誌,黃公仔魚,黃雞魚,三爪仔,雞魚(澎湖),青筆",魚貝類,130,19,5.4,0.6
J0409201,星雞魚,"雞仔魚,石鱸,厚鱸,頭額/金龍/刣額(澎湖)",魚貝類,99,20.6,1.2,0.4
J0409301,密點少棘胡椒鯛,"雞仔魚,加志,少棘石鱸,圭誌/烏嘉誌(澎湖)",魚貝類,94,19.5,1.2,0
J0409401,金線魚,"金線鰱,黃線,紅杉",魚貝類,119,20.9,3.3,0
J0409501,青嘴龍占魚,"龍尖,龍占,青嘴仔,青嘴/尖嘴仔(澎湖)",魚貝類,128,22.7,3.4,0
J0409601,網紋龍占魚,"龍尖,龍占(臺東)",魚貝類,101,21.7,1,0
J0409701,平鯛,"黃錫鯛,枋頭,邦頭/枋頭/白嘉鱲(澎湖)",魚貝類,158,21,7.6,0.5
J0409801,阿部牙鯛,"赤鯮,阿部赤鯮",魚貝類,124,18.9,4.8,0
J04099,真鯛平均值(去皮),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",魚貝類,110,20.6,2.5,0.2
J0409901,真鯛(1月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",魚貝類,100,20.1,1.6,0.7
J0409902,真鯛(3月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",魚貝類,101,20.8,1.3,0.7
J0409903,真鯛(5月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",魚貝類,87,20,0.1,0
J0409904,真鯛(8月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",魚貝類,176,20.6,9.8,1.7
J0409905,真鯛(9月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",魚貝類,92,21.6,0,0
J0409906,真鯛(11月),"嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",魚貝類,105,20.3,2,0
J0410001,黃鰭棘鯛,"黃鰭鯛,黃鰭,赤翅仔,赤翅,花身,鏡鯛",魚貝類,136,19.2,6,0.6
J0410101,黑棘鯛(去皮),"黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖)",魚貝類,136,20.3,5.5,0.6
J0410201,黑棘鯛(含皮),"黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖)",魚貝類,165,19.5,9,0
J0410301,多鱗四指馬鮁,"四絲馬鮁,四指馬鮁,竹午,大午,午仔,鬚午仔/發鬚午仔(澎湖)",魚貝類,146,19,7.2,0
J0410401,大黃魚,"黃魚,黃瓜,黃花魚,黃口,火口,大黃花",魚貝類,142,16.8,7.8,0.2
J0410501,小黃魚(去皮),"黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",魚貝類,100,20,1.6,0
J0410601,小黃魚(含皮),"黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",魚貝類,100,19.4,1.9,0
J0410701,白姑魚,"白口,帕頭,黃順,加網(澎湖)",魚貝類,97,18.8,1.8,0
J0410801,眼斑擬石首魚,紅鼓魚,魚貝類,95,19.7,1.2,0.9
J0410901,黃姑魚,"春子,假黃魚,黃婆,紅花(臺南安平)",魚貝類,89,19.4,0.7,0
J0411001,黑䱛,"黑口,烏喉,黑喉(臺東),加正,烏加網,黑喉,臭魚",魚貝類,149,17.9,8,1.2
J0411101,鮸,"鮸仔,敏魚,米魚,水鮸仔",魚貝類,104,23.3,0.5,0
J0411201,鱗鰭叫姑魚,"春子,油口/臭肚仔/金線加網(澎湖)",魚貝類,99,18.4,2.3,0.3
J0411301,黑斑海緋鯉,"秋姑,鬚哥,黑點秋哥/外海秋哥(澎湖)",魚貝類,97,18.8,1.8,0
J0411401,斑點雞籠鯧,"銅盤仔,鏡鯧,金鏡,定盤,咬破埔,金鐘(澎湖)",魚貝類,97,21.9,0.4,0
J0411501,花身鯻,"花身仔,斑吾,雞仔魚,三抓仔,花身鯻,邦五/斑午/兵舅仔/斑龜仔(澎湖)",魚貝類,157,19.5,8.2,0
J0411601,花尾唇指翁(翁加魚邊),"咬破布,三康,金花,萬年瘦,瘦仔/蝨鬢(澎湖)",魚貝類,116,19.8,3.4,0.6
J0411701,尼羅口孵非鯽(去皮),"南洋鯽仔,尼羅吳郭魚",魚貝類,113,20.4,2.9,0
J0411801,尼羅口孵非鯽(含皮),"南洋鯽仔,尼羅吳郭魚",魚貝類,125,19.4,4.7,0
J0411802,尼羅口孵非鯽(含皮)(2022年取樣),"南洋鯽仔,尼羅吳郭魚",魚貝類,122,20.4,3.9,3
J0411901,花身副麗魚,"珍珠石斑,淡水石斑,馬拉麗體魚",魚貝類,112,17.7,4.1,1.1
J0412001,紅色吳郭魚,"尼羅魚;台灣鯛,紅色尼羅魚,姬鯛,紅吳郭魚,濱鯛",魚貝類,108,18.3,3.3,1.3
J0412002,台灣鯛魚片(生),,魚貝類,110,18.2,3.6,2.5
J0412003,台灣鯛魚片(生)(2021年),,魚貝類,109,17.9,3.7,1.5
J0412101,台灣鯛魚片(水煮),,魚貝類,130,23.4,3.3,1.3
J0412102,台灣鯛魚片(油煎),,魚貝類,162,23.1,6.9,1.9
J0412103,"台灣鯛魚片(烤,190℃,10分鐘)",,魚貝類,111,19.7,3,1.8
J0412104,"台灣鯛魚片(烤,190℃,20分鐘)",,魚貝類,134,23,4,2.1
J0412105,"台灣鯛魚片(烤,230℃,10分鐘)",,魚貝類,127,21.3,4,1.5
J0412106,"台灣鯛魚片(烤,230℃,20分鐘)",,魚貝類,142,24.6,4.1,2.5
J0412107,台灣鯛魚片(清蒸),,魚貝類,112,19.3,3.3,2.2
J0412108,台灣鯛魚片(微波),,魚貝類,140,24.9,3.7,1.4
J0412201,台灣鯛魚湯(水煮),,魚貝類,5,0.9,0.2,0
J0412301,莫三比克口孵非鯽,"非洲仔,南洋鯽仔,在來吳郭魚,吳郭魚/鹹水吳郭(澎湖)",魚貝類,112,19.5,3.2,0
J0412401,薔薇項鰭魚(去皮),"薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",魚貝類,96,17.3,2.4,0
J0412501,薔薇項鰭魚(含皮),"薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",魚貝類,93,17.9,1.8,0
J0412601,藍豬齒魚,"石老,四齒仔,西齒,簾仔,寒鯛,鰱仔(澎湖)",魚貝類,81,18.5,0.2,0.2
J0412701,福氏鸚哥魚(去皮),"紅鸚哥,青鸚哥仔,青衣,青衫(雄),蠔魚(雌),紅海逮,紅咬齒,番仔魚(臺東)",魚貝類,84,19.6,0,0.2
J0412801,橫紋鸚哥魚(含皮),鸚哥,魚貝類,81,18.9,0,0
J0412901,藍點鸚哥魚,"鸚哥,黃衣魚,青衫(雄),紅蠔魚(雌),紅衫,蠔魚(雌)(澎湖)",魚貝類,86,20.1,0.1,0.6
J0413001,金錢魚,"變身苦,遍身苦(澎湖),金鼓",魚貝類,196,19.3,12.6,0
J0413101,褐臭肚魚,"臭肚,象魚,樹魚,羊鍋,疏網,茄冬仔,象耳/臭肚仔/羊矮仔/盧矮仔(澎湖)",魚貝類,164,19.9,8.8,0.6
J0413201,杜氏刺尾鯛,"眼紋倒吊,粗皮仔,倒吊(臺東)",魚貝類,137,19.1,6.2,0.6
J0413301,後刺尾鯛,"倒吊,粗皮仔,番倒吊(澎湖),半水吊",魚貝類,102,20.4,1.7,0
J0413401,鋸尾鯛,"黑豬哥,黑將軍,打鐵婆,剝皮仔,老娘(澎湖)",魚貝類,93,19,1.4,0.3
J0413501,大眼金梭魚,"針梭,竹梭,巴拉庫答",魚貝類,157,21.8,7.1,0
J0413601,鱗網帶鰆切片,"油魚,細鱗仔,玉梭魚,白玉豚",魚貝類,272,17.3,22,0
J0413701,鱗網帶鰆(含皮),"油魚,細鱗仔,玉梭魚,白玉豚",魚貝類,263,18,20.7,0
J0413801,白帶魚,"白魚,裙帶,肥帶,油帶,天竺帶魚,白帶魚,黃稜油帶(澎湖)",魚貝類,102,19.6,2,0
J0413901,大目鮪,"大目仔,大眼鮪,大目串,短墩,串仔(澎湖),短鮪",魚貝類,103,23.9,0.1,0
J0414001,正鰹,"煙仔虎,煙仔,小串,柴魚,肥煙,鯤(臺東),煙仔魚,卓鮶/大煙(澎湖)",魚貝類,149,23.1,5.6,0
J0414101,花腹鯖,"花飛,青輝,飛威/青飛/胡麻鯖",魚貝類,138,23.9,4,0.1
J0414201,高麗馬加鰆,"破北,闊北,闊腹仔,高麗鰆,破腹",魚貝類,119,19.4,4,0.3
J0414301,康氏馬加鰆切片(去皮),"土魠,馬加,馬鮫,梭齒,頭魠,鰆,土托,康氏馬發,塗魠(澎湖)",魚貝類,193,18.7,12.5,0
